Date,_VNI30,SET100
19/09/2017,792.68,2410.78
20/09/2017,790.48,2404.73
21/09/2017,786.41,2401.3
22/09/2017,789.7,2381.84
25/09/2017,789.89,2395.93
26/09/2017,791.05,2399.1
27/09/2017,788.31,2401.45
28/09/2017,790.75,2392.24
29/09/2017,792.72,2401.29
02/10/2017,790.7,2428.27
03/10/2017,787.02,2428.83
04/10/2017,795.76,2420.98
05/10/2017,797.42,2424.25
06/10/2017,800.42,2432.18
09/10/2017,801.49,2428.34
10/10/2017,805.3,2455.07
11/10/2017,806.83,2467.25
12/10/2017,809.6,2463.5
16/10/2017,811.85,2486.83
17/10/2017,818.48,2485.22
18/10/2017,816.84,2457.92
19/10/2017,817.39,2418.25
20/10/2017,813.99,2430.09
24/10/2017,815.24,2442.48
25/10/2017,821.45,2451.92
27/10/2017,834.91,2460.6
30/10/2017,837.52,2465.16
31/10/2017,831.62,2468.42
01/11/2017,835.38,2455.79
02/11/2017,827.66,2435.91
03/11/2017,840.04,2434.04
06/11/2017,844.73,2451.71
07/11/2017,846.03,2453.06
08/11/2017,853.57,2455.23
09/11/2017,853.05,2438.23
10/11/2017,858.55,2417.39
13/11/2017,868.11,2416.99
14/11/2017,871.08,2442.71
15/11/2017,877.58,2424.25
16/11/2017,890.01,2426.03
17/11/2017,887.41,2454.49
20/11/2017,899.31,2460.19
21/11/2017,910.54,2457.42
22/11/2017,922.18,2462.78
23/11/2017,922.92,2454.76
24/11/2017,926.21,2438.28
27/11/2017,930.9,2439.55
28/11/2017,935.74,2455.67
29/11/2017,946.55,2455.09
30/11/2017,943.05,2442.03
01/12/2017,952.46,2446.76
04/12/2017,966.44,2447.59
06/12/2017,939.06,2446.56
07/12/2017,928.74,2461.71
08/12/2017,930.25,2467.12
12/12/2017,914.82,2464.89
13/12/2017,913.33,2471.85
14/12/2017,928.21,2488.4
15/12/2017,926.7,2491.91
18/12/2017,950.81,2501.22
19/12/2017,947.62,2511.85
20/12/2017,948.78,2520.65
21/12/2017,936.53,2518.01
22/12/2017,945.88,2526.22
25/12/2017,949.28,2541.27
26/12/2017,955.73,2543.51
27/12/2017,958.02,2545.45
28/12/2017,966.91,2528.73
29/12/2017,975.52,2543.08
03/01/2018,1004.66,2587.44
04/01/2018,1014.15,2610.83
05/01/2018,1007.73,2610.72
08/01/2018,1023.5,2601.54
09/01/2018,1039.64,2606.41
10/01/2018,1039.7,2603.91
11/01/2018,1047.2,2617.3
12/01/2018,1049.86,2628.76
15/01/2018,1063.11,2654.35
16/01/2018,1061.78,2651.92
17/01/2018,1030,2659.07
18/01/2018,1048.56,2643.47
19/01/2018,1053.47,2644.86
22/01/2018,1082.71,2649.35
23/01/2018,1082.71,2662.2
24/01/2018,1082.71,2670.5
25/01/2018,1095.52,2639.51
26/01/2018,1104.42,2655.83
29/01/2018,1096.78,2669.7
30/01/2018,1099.16,2651.2
31/01/2018,1095.9,2650.17
01/02/2018,1086.9,2660.58
02/02/2018,1090.4,2651.42
05/02/2018,1035.02,2622.78
06/02/2018,1007.72,2591.37
07/02/2018,1030.91,2586.06
08/02/2018,1013.56,2584.99
09/02/2018,996.77,2580.5
12/02/2018,1034.76,2600.37
13/02/2018,1054.09,2601.16
14/02/2018,1054.09,2588.35
15/02/2018,1054.09,2604.77
16/02/2018,1054.09,2612.77
19/02/2018,1054.09,2618.73
20/02/2018,1054.09,2604.23
21/02/2018,1075.47,2610.04
22/02/2018,1064.28,2600.22
23/02/2018,1089.96,2630.51
26/02/2018,1099.71,2677.39
27/02/2018,1106.09,2674.53
28/02/2018,1108.23,2672.01
02/03/2018,1106.92,2643.32
05/03/2018,1080.83,2634.33
06/03/2018,1103.31,2618.05
07/03/2018,1092.17,2590.87
08/03/2018,1105.03,2589.48
09/03/2018,1106.54,2592.45
12/03/2018,1106.97,2631.89
13/03/2018,1111.38,2644.36
14/03/2018,1115,2646.39
15/03/2018,1110.26,2647.92
16/03/2018,1112.93,2639.98
19/03/2018,1130.26,2620.69
20/03/2018,1134.19,2619.49
21/03/2018,1147.26,2618.69
22/03/2018,1144.58,2615.7
23/03/2018,1128.93,2614.05
26/03/2018,1146.73,2628.16
27/03/2018,1150.3,2629.68
28/03/2018,1151.09,2606.58
29/03/2018,1144.74,2577.01
30/03/2018,1153.08,2591.88
02/04/2018,1171.21,2601.96
03/04/2018,1160.97,2577.69
04/04/2018,1165.75,2512.48
05/04/2018,1169.12,2537.75
09/04/2018,1177.68,2560.25
10/04/2018,1168.06,2574.19
11/04/2018,1137.2,2574.78
12/04/2018,1143.5,2579.09
17/04/2018,1130.32,2560.07
18/04/2018,1115.7,2589.39
19/04/2018,1066.09,2628.7
20/04/2018,1089.45,2640.07
23/04/2018,1055.37,2620.45
24/04/2018,1053.99,2617.63
25/04/2018,1053.99,2603.36
26/04/2018,1018.97,2592.55
27/04/2018,1027.97,2604.12
30/04/2018,1027.97,2606.47
02/05/2018,1012.84,2626.54
03/05/2018,1010.35,2625.35
04/05/2018,1010.89,2606.06
07/05/2018,1048.03,2606.54
08/05/2018,1047.83,2574.06
09/05/2018,1046.39,2568.96
10/05/2018,1019.69,2554.19
11/05/2018,1030.79,2585.34
14/05/2018,1051.45,2596.64
15/05/2018,1055.49,2588.73
16/05/2018,1034.3,2562.53
17/05/2018,1007.09,2566.99
18/05/2018,1022.21,2572.13
21/05/2018,997.21,2594.19
22/05/2018,958.95,2582.72
23/05/2018,968.54,2566.61
24/05/2018,960.55,2531.84
25/05/2018,936.32,2547.09
28/05/2018,898,2536.59
30/05/2018,918.64,2519.48
31/05/2018,947.31,2522.98
01/06/2018,969.15,2509.37
04/06/2018,996.67,2512.41
05/06/2018,1007.32,2531.94
06/06/2018,1022.72,2542.21
07/06/2018,1026.75,2532.24
08/06/2018,1025.87,2510.86
11/06/2018,1024.85,2513.04
12/06/2018,1008.76,2520
13/06/2018,1018.59,2504.58
14/06/2018,1004.31,2488.91
15/06/2018,1005.04,2481.53
18/06/2018,970.35,2441.42
19/06/2018,945.11,2377.58
20/06/2018,966.86,2418.62
21/06/2018,955.75,2369.84
22/06/2018,973.05,2373.68
25/06/2018,982.09,2353.52
26/06/2018,973.9,2359.78
27/06/2018,961.29,2349.63
28/06/2018,947.03,2323.52
29/06/2018,947.55,2320.82
02/07/2018,930.12,2339.76
03/07/2018,891.97,2368.74
04/07/2018,900.89,2374.11
05/07/2018,883.77,2331.83
06/07/2018,905.62,2352.75
09/07/2018,898.73,2366.75
10/07/2018,897.96,2400.6
11/07/2018,881.14,2387.04
12/07/2018,883.87,2391.23
13/07/2018,899.45,2393.33
16/07/2018,904.18,2369.64
17/07/2018,915.53,2367.09
18/07/2018,935.42,2385.79
19/07/2018,941.09,2404.23
20/07/2018,926.5,2444.41
23/07/2018,931.31,2453.31
24/07/2018,923.53,2451.04
25/07/2018,915.68,2475.9
26/07/2018,921.33,2494.53
31/07/2018,944.38,2495.73
01/08/2018,939.31,2529.93
02/08/2018,937.86,2506.53
03/08/2018,941.12,2511.43
06/08/2018,939.84,2484.97
07/08/2018,936.92,2502.93
08/08/2018,945.89,2525.48
09/08/2018,943.91,2526.11
10/08/2018,948.32,2498.7
14/08/2018,965.6,2485.01
15/08/2018,947.82,2452.61
16/08/2018,950.18,2461.71
17/08/2018,949.23,2474.51
20/08/2018,945.65,2493.93
21/08/2018,955.27,2481.8
22/08/2018,959.63,2489.41
23/08/2018,960.94,2501.16
24/08/2018,960.42,2498.54
27/08/2018,966.55,2520.48
28/08/2018,971.01,2522.71
29/08/2018,964.99,2529.73
30/08/2018,975.43,2522.92
31/08/2018,969.23,2524.74
03/09/2018,969.23,2522.68
04/09/2018,951.14,2510.49
05/09/2018,941,2465.83
06/09/2018,932.12,2476.99
07/09/2018,945.59,2469.24
10/09/2018,943.31,2471.3
11/09/2018,958.91,2437.86
12/09/2018,958.67,2448.71
13/09/2018,957.17,2516.09
14/09/2018,960.33,2522.25
17/09/2018,953.79,2515.7
18/09/2018,959.75,2558.65
19/09/2018,962.7,2568.04
20/09/2018,971.18,2572.49
21/09/2018,974.43,2579.13
24/09/2018,985.59,2567.04
25/09/2018,985.11,2567.36
26/09/2018,984.39,2568.27
27/09/2018,989.45,2574.43
28/09/2018,994.73,2578.35
01/10/2018,990.41,2583.34
02/10/2018,987.88,2561.9
03/10/2018,990.6,2552.49
04/10/2018,993.61,2531.87
05/10/2018,980.75,2516.13
08/10/2018,970.28,2478.4
09/10/2018,967.37,2480.41
10/10/2018,966.27,2521.47
11/10/2018,920.02,2457.88
12/10/2018,943.49,2479.09
16/10/2018,939.41,2480.69
17/10/2018,945.91,2476.75
18/10/2018,937.54,2457.88
19/10/2018,931.69,2434.98
22/10/2018,922.75,2423.67
24/10/2018,896.5,2366.35
25/10/2018,888.86,2401.83
26/10/2018,881.06,2374.16
29/10/2018,874.43,2387.97
30/10/2018,874.06,2390.35
31/10/2018,901.57,2443.28
01/11/2018,887.72,2439.17
02/11/2018,903.43,2461.43
05/11/2018,904.83,2444.53
06/11/2018,899.61,2442.55
07/11/2018,899.25,2453.82
08/11/2018,900.4,2464.12
09/11/2018,885.65,2441.47
12/11/2018,888.2,2420.86
13/11/2018,873.87,2430.97
14/11/2018,871.55,2418.67
15/11/2018,864.98,2399.13
16/11/2018,869.24,2393.11
19/11/2018,888.76,2396.88
20/11/2018,893.09,2360.13
21/11/2018,897.1,2368.59
22/11/2018,898.9,2348.46
23/11/2018,890.62,2376.49
26/11/2018,895.05,2391.89
27/11/2018,895.3,2397.2
28/11/2018,901.4,2406.91
29/11/2018,897.58,2401.14
30/11/2018,894.79,2409.21
03/12/2018,921.72,2465.17
04/12/2018,927.46,2466.17
06/12/2018,922.86,2435.17
07/12/2018,929.59,2427.79
11/12/2018,922.34,2399.13
12/12/2018,927.7,2402.04
13/12/2018,928.9,2369.2
14/12/2018,918.79,2361.25
17/12/2018,901.41,2352.17
18/12/2018,890.68,2324.48
19/12/2018,882.79,2353.43
20/12/2018,877.03,2345.88
21/12/2018,873.09,2345.91
24/12/2018,873.64,2339.72
25/12/2018,865.69,2284.21
26/12/2018,861.02,2285.55
27/12/2018,865.45,2269.94
28/12/2018,854.99,2293.11
02/01/2019,855.66,2297.28
03/01/2019,838.79,2286.56
04/01/2019,840.17,2313.22
07/01/2019,851.41,2342.71
08/01/2019,845.43,2343.15
09/01/2019,855.51,2338.13
10/01/2019,857.95,2333.95
11/01/2019,860.3,2347.64
14/01/2019,859.42,2322.79
15/01/2019,865.1,2312.6
16/01/2019,864.29,2314.64
17/01/2019,853.34,2318.6
18/01/2019,854.79,2323.69
21/01/2019,864.1,2331.71
22/01/2019,859.17,2354.34
23/01/2019,861.73,2377.71
24/01/2019,865.52,2380.28
25/01/2019,867.7,2385.83
28/01/2019,868.76,2386.72
29/01/2019,872.03,2386.18
30/01/2019,869.16,2397.96
31/01/2019,866.06,2411.25
01/02/2019,859.81,2426.47
04/02/2019,859.81,2429.06
05/02/2019,859.81,2428.2
06/02/2019,859.81,2435.25
07/02/2019,859.81,2427.79
08/02/2019,859.81,2425.61
11/02/2019,878.67,2403.36
12/02/2019,888.33,2409.33
13/02/2019,897.42,2431.9
14/02/2019,900.12,2425.84
15/02/2019,897.74,2399.38
18/02/2019,904.93,2397.33
20/02/2019,911.8,2413.94
21/02/2019,926.09,2416.73
22/02/2019,929.5,2436.52
25/02/2019,939.47,2457.57
26/02/2019,929.51,2443.33
27/02/2019,930.54,2446.6
28/02/2019,904.98,2425.16
01/03/2019,915.32,2405.95
04/03/2019,928.42,2395.86
05/03/2019,923.66,2401.49
06/03/2019,923.58,2379.17
07/03/2019,922.29,2392.53
08/03/2019,914.74,2386.43
11/03/2019,916.24,2380.07
12/03/2019,929.86,2380.12
13/03/2019,935.41,2400.48
14/03/2019,934.42,2395.5
15/03/2019,927.06,2380.23
18/03/2019,932.75,2367.28
19/03/2019,927.56,2388.01
20/03/2019,924.12,2383.74
21/03/2019,907.87,2395.5
22/03/2019,912.27,2418.15
25/03/2019,893.4,2384.14
26/03/2019,894.58,2395.02
27/03/2019,901.76,2388.53
28/03/2019,901.65,2395.51
29/03/2019,900.13,2401.55
01/04/2019,905.87,2412.1
02/04/2019,903.59,2423.57
03/04/2019,901.5,2419.8
04/04/2019,904.33,2411.09
05/04/2019,904.69,2413.92
09/04/2019,900.07,2434.16
10/04/2019,893.19,2441.85
11/04/2019,896.04,2435.43
12/04/2019,893.1,2436.8
17/04/2019,885.66,2455.97
18/04/2019,877.02,2460.21
19/04/2019,880.52,2458.75
22/04/2019,878.23,2459.28
23/04/2019,878.29,2454.82
24/04/2019,888.65,2458.54
25/04/2019,885.65,2456.97
26/04/2019,890.55,2446.3
29/04/2019,890.55,2445.34
30/04/2019,890.55,2458.06
02/05/2019,893.87,2467.76
03/05/2019,895.42,2468.28
07/05/2019,877.02,2451.69
08/05/2019,872.78,2427.15
09/05/2019,871.5,2414.63
10/05/2019,876.45,2418.46
13/05/2019,879.64,2406.23
14/05/2019,882.67,2397.57
15/05/2019,893.22,2378.73
16/05/2019,891.93,2367.81
17/05/2019,890.53,2355.8
21/05/2019,901.36,2360.55
22/05/2019,897.66,2387.91
23/05/2019,895.07,2359.77
24/05/2019,884.48,2365.25
27/05/2019,889.2,2381.69
28/05/2019,885.27,2396.62
29/05/2019,883.52,2375.33
30/05/2019,883.37,2380.36
31/05/2019,876.29,2377.12
04/06/2019,864.35,2406.78
05/06/2019,863.69,2423.48
06/06/2019,861.31,2429.53
07/06/2019,869.56,2427.26
10/06/2019,872.49,2445.71
11/06/2019,870.91,2455.33
12/06/2019,865.42,2453.73
13/06/2019,859.68,2456.89
14/06/2019,861.65,2453.31
17/06/2019,852.99,2445.42
18/06/2019,848.17,2474.04
19/06/2019,854.34,2512.62
20/06/2019,864.59,2532.36
21/06/2019,866.53,2527.36
24/06/2019,868.94,2525.71
25/06/2019,868.5,2535.07
26/06/2019,866.81,2534.88
27/06/2019,854.41,2550.03
28/06/2019,864.24,2546.22
01/07/2019,876.26,2564.91
02/07/2019,872.92,2548.75
03/07/2019,869.58,2555.98
04/07/2019,879.72,2531.33
05/07/2019,880.23,2541.72
08/07/2019,870.92,2538.21
09/07/2019,872.21,2519.06
10/07/2019,876.12,2549.75
11/07/2019,879.1,2548.83
12/07/2019,874.99,2535.51
15/07/2019,873.71,2533.15
17/07/2019,879.75,2523.95
18/07/2019,870.81,2528.85
19/07/2019,880.79,2546.55
22/07/2019,879.62,2530.87
23/07/2019,888.26,2527.19
24/07/2019,887.39,2525.07
25/07/2019,890.41,2532.25
26/07/2019,887.84,2510.25
30/07/2019,877.92,2495.67
31/07/2019,883.19,2505.76
01/08/2019,887.39,2486.96
02/08/2019,885.29,2462.03
05/08/2019,872.39,2430.3
06/08/2019,866.13,2439.81
07/08/2019,868.27,2436.73
08/08/2019,875.81,2427.87
09/08/2019,878.62,2405.17
13/08/2019,877.97,2355.84
14/08/2019,880.51,2357.36
15/08/2019,890.78,2335.62
16/08/2019,892.44,2379.08
19/08/2019,891.78,2387.99
20/08/2019,894.45,2367.37
21/08/2019,900.54,2390.14
22/08/2019,901.29,2383.46
23/08/2019,900.53,2406.15
26/08/2019,892.48,2367.14
27/08/2019,886.91,2353.67
28/08/2019,886.08,2357.06
29/08/2019,889.13,2396.04
30/08/2019,892.51,2423.44
02/09/2019,892.51,2420.85
03/09/2019,888.97,2400.58
04/09/2019,887.12,2429.62
05/09/2019,886.1,2448.85
06/09/2019,885.95,2448.89
09/09/2019,885.61,2450.79
10/09/2019,883.04,2443.8
11/09/2019,885.52,2460.53
12/09/2019,894.32,2436.35
13/09/2019,905.05,2437.4
16/09/2019,908.6,2439.94
17/09/2019,912.38,2442.14
18/09/2019,913.48,2425.59
19/09/2019,918.88,2401.68
20/09/2019,915.16,2396.38
23/09/2019,909.98,2374.28
24/09/2019,910.76,2387.58
25/09/2019,912.42,2382.8
26/09/2019,918.1,2398.38
27/09/2019,924.83,2411.31
30/09/2019,922.89,2400.84
01/10/2019,926.31,2378.91
02/10/2019,919.73,2361.92
03/10/2019,921.7,2357.87
04/10/2019,915.16,2351.32
07/10/2019,907.5,2364.98
08/10/2019,915.27,2362.04
09/10/2019,914.54,2370.9
10/10/2019,913.05,2353.98
11/10/2019,916.68,2387.18
15/10/2019,923.27,2389.53
16/10/2019,924.64,2402.36
17/10/2019,919.1,2400.11
18/10/2019,919.13,2396.43
21/10/2019,914,2379.44
22/10/2019,916.81,2397.76
24/10/2019,925.25,2383.98
25/10/2019,927.05,2341.7
28/10/2019,925.97,2350.43
29/10/2019,923.97,2341.33
30/10/2019,925.07,2361.23
31/10/2019,922.68,2357.61
01/11/2019,933.55,2344.43
04/11/2019,940.25,2396.76
05/11/2019,942.34,2405.5
06/11/2019,942.38,2399.67
07/11/2019,944.25,2429.15
08/11/2019,944.7,2424.4
11/11/2019,939.72,2399.43
12/11/2019,939.82,2404.57
13/11/2019,932.6,2386.49
14/11/2019,928.44,2379.09
15/11/2019,927.36,2369.79
18/11/2019,920.95,2379.7
19/11/2019,926.07,2377.18
20/11/2019,917,2359.15
21/11/2019,898.23,2352.75
22/11/2019,892.31,2362.57
25/11/2019,894.8,2390.39
26/11/2019,897.5,2379.61
27/11/2019,895.06,2378.94
28/11/2019,885.7,2363.08
29/11/2019,887.47,2349.32
02/12/2019,875.1,2315.59
03/12/2019,868.68,2314.38
04/12/2019,883.56,2311.64
06/12/2019,880.43,2302.17
09/12/2019,879.94,2297.62
11/12/2019,878.27,2299.91
12/12/2019,884.8,2321.8
13/12/2019,880.55,2340.75
16/12/2019,876.65,2300.78
17/12/2019,867.44,2301.66
18/12/2019,863.16,2327.73
19/12/2019,862.23,2341.4
20/12/2019,868.37,2338.17
23/12/2019,868.2,2340.28
24/12/2019,869.88,2331.24
25/12/2019,873.18,2337.13
26/12/2019,872.07,2344.83
27/12/2019,876.38,2342.05
30/12/2019,880.29,2342.21
02/01/2020,886.88,2368.91
03/01/2020,883.28,2365.86
06/01/2020,872.34,2325.75
07/01/2020,876.7,2351.25
08/01/2020,865.18,2309.88
09/01/2020,877.76,2341.48
10/01/2020,885.52,2341.72
13/01/2020,881.79,2348.98
14/01/2020,884.77,2349.12
15/01/2020,885.36,2336.78
16/01/2020,891.96,2360.09
17/01/2020,894.84,2366.43
20/01/2020,897.4,2345.03
21/01/2020,906.52,2321.83
22/01/2020,909.09,2321.48
23/01/2020,909.09,2320.9
24/01/2020,909.09,2315.58
27/01/2020,909.09,2238.95
28/01/2020,909.09,2222.63
29/01/2020,909.09,2243.29
30/01/2020,875.82,2240.05
31/01/2020,848.63,2225.62
03/02/2020,842.67,2198.82
04/02/2020,845.52,2237.92
05/02/2020,845.31,2259.9
06/02/2020,862.86,2259.86
07/02/2020,863.49,2257.67
11/02/2020,856.39,2238.11
12/02/2020,863.23,2265.29
13/02/2020,864.16,2251.1
14/02/2020,865.86,2241.63
17/02/2020,866.27,2249.17
18/02/2020,861.71,2226.94
19/02/2020,863.84,2216.85
20/02/2020,871.4,2193.65
21/02/2020,868.89,2201.09
24/02/2020,837.4,2109.99
25/02/2020,849.58,2120.87
26/02/2020,841.68,2009.72
27/02/2020,848.34,2056.39
28/02/2020,831.97,1969.26
02/03/2020,835.42,1966.02
03/03/2020,837.99,2030.75
04/03/2020,837.99,2033.22
05/03/2020,839.12,2048.82
06/03/2020,835.97,2004.37
09/03/2020,782.85,1822.83
10/03/2020,789.51,1848.86
11/03/2020,758.16,1813.25
12/03/2020,719.21,1599.98
13/03/2020,716.65,1641.89
16/03/2020,698.18,1511.41
17/03/2020,699.73,1494.37
18/03/2020,700.65,1515.84
19/03/2020,679.55,1512.46
20/03/2020,673.7,1651.4
23/03/2020,632.86,1484.85
24/03/2020,625.43,1505.34
25/03/2020,652.31,1583.89
26/03/2020,646.7,1603.71
27/03/2020,642.23,1610.9
30/03/2020,613.02,1589.79
31/03/2020,610.76,1648.71
01/04/2020,628.79,1614.84
02/04/2020,628.79,1672.52
03/04/2020,649.15,1671.79
07/04/2020,693.61,1798.92
08/04/2020,691.17,1780.5
09/04/2020,697.85,1785.34
10/04/2020,695.74,1812.02
13/04/2020,706.37,1823.12
14/04/2020,713.81,1851.77
15/04/2020,722.8,1815.18
16/04/2020,726.57,1755.73
17/04/2020,734.98,1823.48
20/04/2020,736.31,1868.81
21/04/2020,706.65,1843.07
22/04/2020,714.42,1856.46
23/04/2020,717.49,1869.26
24/04/2020,725.05,1843.41
27/04/2020,719.66,1857.04
28/04/2020,715.74,1869.96
29/04/2020,715.33,1879.33
30/04/2020,715.33,1913.35
05/05/2020,711.01,1876.24
07/05/2020,739.98,1845.47
08/05/2020,760.15,1858.03
11/05/2020,777.13,1891.72
12/05/2020,782.45,1911.06
13/05/2020,783.69,1900.8
14/05/2020,780.73,1876.37
15/05/2020,773.95,1875.19
18/05/2020,787.27,1885.02
19/05/2020,799.31,1922.6
20/05/2020,803.32,1941.71
21/05/2020,815.55,1939.5
22/05/2020,803.14,1911.21
25/05/2020,807.25,1936.7
26/05/2020,815.01,1960.27
27/05/2020,801.36,1974.78
28/05/2020,804.06,1960.86
29/05/2020,806.23,1974.61
01/06/2020,821.47,1988.88
02/06/2020,818.7,2026.48
04/06/2020,823.77,2084.3
05/06/2020,826.47,2124.48
08/06/2020,838.52,2125.35
09/06/2020,837.02,2074.03
10/06/2020,839.11,2092.39
11/06/2020,806.87,2055.15
12/06/2020,807.76,2032
15/06/2020,778.71,1963.91
16/06/2020,798.82,2006.81
17/06/2020,796.43,2020.42
18/06/2020,797.08,2013.38
19/06/2020,808.28,2007.45
22/06/2020,809.97,1977.83
23/06/2020,807.61,1985.42
24/06/2020,801.62,1948.06
25/06/2020,796.51,1937.53
26/06/2020,795.53,1943.9
29/06/2020,774.81,1944.37
30/06/2020,770.53,1959.01
01/07/2020,786.82,1976.29
02/07/2020,785.59,2018.61
03/07/2020,789.87,2013.48
07/07/2020,805.68,2012.33
08/07/2020,805.06,1992.36
09/07/2020,817.08,1996.13
10/07/2020,809.02,1967.56
13/07/2020,806.17,1953.5
14/07/2020,805.37,1952.19
15/07/2020,810.16,1975.39
16/07/2020,819.83,1962.9
17/07/2020,814.16,1982.12
20/07/2020,803.36,1979.01
21/07/2020,804.7,2009.29
22/07/2020,797.85,1975.74
23/07/2020,800.29,1978.87
24/07/2020,772.29,1947.28
29/07/2020,735.16,1938.38
30/07/2020,746.02,1899.86
31/07/2020,740.73,1922.18
03/08/2020,757.86,1903.83
04/08/2020,768.22,1922.08
05/08/2020,780.71,1932.47
06/08/2020,781.6,1927.78
07/08/2020,782.15,1912.99
10/08/2020,784.3,1908.57
11/08/2020,784.57,1933.27
13/08/2020,795.09,1953.18
14/08/2020,791.98,1922.55
17/08/2020,791.54,1916.38
18/08/2020,786.95,1931.22
19/08/2020,789.41,1894.14
20/08/2020,786.11,1873.29
21/08/2020,793.6,1874.74
24/08/2020,809.69,1903.44
25/08/2020,815.18,1904.09
26/08/2020,812.36,1912.29
27/08/2020,814.55,1918.32
28/08/2020,821.93,1910.78
31/08/2020,823.93,1888.52
01/09/2020,832.03,1880.34
02/09/2020,832.03,1894.66
03/09/2020,843.64,1888.31
08/09/2020,827.57,1861.17
09/09/2020,824.42,1858.8
10/09/2020,825.85,1854.88
11/09/2020,825.56,1837.44
14/09/2020,832.24,1825
15/09/2020,833.33,1845.89
16/09/2020,834.5,1857.82
17/09/2020,831.84,1842.24
18/09/2020,841.26,1847.55
21/09/2020,851.54,1824
22/09/2020,852.72,1808.85
23/09/2020,858.3,1799.09
24/09/2020,853.21,1768.11
25/09/2020,854.71,1764.58
28/09/2020,863.31,1798.11
29/09/2020,856.2,1785.99
30/09/2020,858.54,1752.71
01/10/2020,867.58,1768.87
02/10/2020,861.51,1746.91
05/10/2020,867.7,1756.81
06/10/2020,871.37,1769.6
07/10/2020,870.85,1791.88
08/10/2020,869.82,1807.76
09/10/2020,874.53,1796.99
12/10/2020,874.9,1805.96
14/10/2020,892.15,1787.92
15/10/2020,899.2,1757.31
16/10/2020,901.59,1744.39
19/10/2020,903.51,1708
20/10/2020,909.49,1709.89
21/10/2020,906.1,1720.22
22/10/2020,918.3,1716.16
26/10/2020,919.56,1705.63
27/10/2020,915.46,1707.96
28/10/2020,888.88,1704.23
29/10/2020,886.68,1693.32
30/10/2020,892.55,1682.72
02/11/2020,899.27,1693.19
03/11/2020,902.14,1726.5
04/11/2020,905.48,1724.65
05/11/2020,903.64,1796.18
06/11/2020,902.91,1790.47
09/11/2020,917.42,1834.32
10/11/2020,916.5,1944.93
11/11/2020,916.68,1951.97
12/11/2020,923,1932.44
13/11/2020,931.2,1949.24
16/11/2020,915.97,1955.67
17/11/2020,934.65,1952.02
18/11/2020,937.67,1977.56
19/11/2020,944.92,1981.06
20/11/2020,950.89,2013.16
23/11/2020,960.03,2062.78
24/11/2020,959.61,2030.61
25/11/2020,960.63,2054.83
26/11/2020,964.16,2076.01
27/11/2020,971.11,2078.38
30/11/2020,965.89,2028.65
01/12/2020,976.35,2050.63
02/12/2020,979.95,2045.74
03/12/2020,985.44,2076.01
04/12/2020,984.34,2094.34
08/12/2020,993.61,2129.41
09/12/2020,1004.03,2131.9
14/12/2020,1024.28,2111.04
15/12/2020,1013.02,2114.59
16/12/2020,1029.72,2121.15
17/12/2020,1016.95,2120.24
18/12/2020,1036.65,2116.85
21/12/2020,1049.71,1992.04
22/12/2020,1052.23,2023.51
23/12/2020,1045.7,2000.37
24/12/2020,1033.95,2036.57
25/12/2020,1052.13,2056.64
28/12/2020,1054.23,2026.21
29/12/2020,1058.39,2066.08
30/12/2020,1059.16,2037.03
04/01/2021,1091.87,2068.37
05/01/2021,1104.3,2132.34
06/01/2021,1113.72,2105.23
07/01/2021,1130.59,2137.38
08/01/2021,1147.86,2178.64
11/01/2021,1163.4,2175.1
12/01/2021,1169.03,2178.47
13/01/2021,1164.57,2189.87
14/01/2021,1168.99,2170.26
15/01/2021,1182.2,2142.2
18/01/2021,1173.34,2125.84
19/01/2021,1107.32,2146.2
20/01/2021,1116.21,2135.64
21/01/2021,1151.3,2133.73
22/01/2021,1156.58,2109.83
25/01/2021,1154.29,2116.4
26/01/2021,1125.09,2134.45
27/01/2021,1083.63,2107.43
28/01/2021,1010.75,2061.99
29/01/2021,1048.31,2060.65
