Date,VN30_Closeprice,VN30_Open,Set100_ClosePrice,Set100_Open
"Nov 16, 2020",915.97,931.40,1955.67,1972.20
"Nov 13, 2020",931.20,923.04,1949.24,1921.36
"Nov 12, 2020",923.00,916.89,1932.44,1942.09
"Nov 11, 2020",916.68,916.98,1951.97,1965.49
"Nov 10, 2020",916.50,917.45,1944.93,1919.55
"Nov 09, 2020",917.42,902.91,1834.32,1825.60
"Nov 06, 2020",902.91,903.68,1790.47,1797.60
"Nov 05, 2020",903.64,905.55,1796.18,1744.58
"Nov 04, 2020",905.48,902.38,1724.65,1728.68
"Nov 03, 2020",902.14,899.73,1726.50,1705.45
"Nov 02, 2020",899.27,892.68,1693.19,1684.88
"Oct 30, 2020",892.55,887.34,1682.72,1697.35
"Oct 29, 2020",886.68,887.99,1693.32,1691.70
"Oct 28, 2020",888.88,913.31,1704.23,1704.34
"Oct 27, 2020",915.46,919.56,1707.96,1692.60
"Oct 26, 2020",919.56,929.50,1705.63,1714.47
"Oct 23, 2020",930.30,918.84,NA,NA
"Oct 22, 2020",918.30,906.10,1716.16,1716.16
"Oct 21, 2020",906.10,909.49,1720.22,1720.60
"Oct 20, 2020",909.49,903.57,1709.89,1701.93
"Oct 19, 2020",903.51,899.61,1708.00,1725.75
"Oct 16, 2020",901.59,899.58,1744.39,1761.68
"Oct 15, 2020",899.20,896.50,1757.31,1772.64
"Oct 14, 2020",892.15,878.94,1787.92,1797.64
"Oct 13, 2020",878.35,874.58,NA,NA
"Oct 12, 2020",874.90,874.72,1805.96,1800.14
"Oct 09, 2020",874.53,869.80,1796.99,1814.99
"Oct 08, 2020",869.82,870.88,1807.76,1801.80
"Oct 07, 2020",870.85,870.98,1791.88,1764.96
"Oct 06, 2020",871.37,867.74,1769.60,1771.57
"Oct 05, 2020",867.70,861.51,1756.81,1760.52
"Oct 02, 2020",861.51,867.58,1746.91,1763.51
"Oct 01, 2020",867.58,859.27,1768.87,1765.03
"Sep 30, 2020",858.54,856.20,1752.71,1788.92
"Sep 29, 2020",856.20,863.59,1785.99,1803.62
"Sep 28, 2020",863.31,854.84,1798.11,1774.80
"Sep 25, 2020",854.71,853.19,1764.58,1774.57
"Sep 24, 2020",853.21,858.14,1768.11,1784.38
"Sep 23, 2020",858.30,852.88,1799.09,1814.66
"Sep 22, 2020",852.72,851.54,1808.85,1817.17
"Sep 21, 2020",851.54,841.28,1824.00,1855.58
"Sep 18, 2020",841.26,831.84,1847.55,1847.44
"Sep 17, 2020",831.84,834.60,1842.24,1849.75
"Sep 16, 2020",834.50,833.31,1857.82,1846.75
"Sep 15, 2020",833.33,832.27,1845.89,1832.40
"Sep 14, 2020",832.24,825.69,1825.00,1846.24
"Sep 11, 2020",825.56,825.81,1837.44,1852.30
"Sep 10, 2020",825.85,824.42,1854.88,1861.16
"Sep 09, 2020",824.42,827.50,1858.80,1836.90
"Sep 08, 2020",827.57,824.62,1861.17,1879.07
"Sep 07, 2020",824.36,840.64,NA,NA
"Sep 04, 2020",840.54,843.22,NA,NA
"Sep 03, 2020",843.64,832.27,1888.31,1900.53
"Sep 01, 2020",832.03,823.93,1880.34,1892.41
"Aug 31, 2020",823.93,822.01,1888.52,1919.92
"Aug 28, 2020",821.93,814.55,1910.78,1932.30
"Aug 27, 2020",814.55,812.47,1918.32,1911.66
"Aug 26, 2020",812.36,815.19,1912.29,1906.69
"Aug 25, 2020",815.18,809.34,1904.09,1917.78
"Aug 24, 2020",809.69,793.46,1903.44,1884.85
"Aug 21, 2020",793.60,786.14,1874.74,1887.73
"Aug 20, 2020",786.11,789.41,1873.29,1874.75
"Aug 19, 2020",789.41,787.23,1894.14,1933.46
"Aug 18, 2020",786.95,791.60,1931.22,1916.49
"Aug 17, 2020",791.54,791.89,1916.38,1928.38
"Aug 14, 2020",791.98,795.13,1922.55,1950.88
"Aug 13, 2020",795.09,789.26,1953.18,1954.36
"Aug 12, 2020",788.42,784.58,NA,NA
"Aug 11, 2020",784.57,784.74,1933.27,1928.28
"Aug 10, 2020",784.30,782.50,1908.57,1917.17
"Aug 07, 2020",782.15,781.61,1912.99,1924.55
"Aug 06, 2020",781.60,780.69,1927.78,1928.96
"Aug 05, 2020",780.71,768.22,1932.47,1928.93
"Aug 04, 2020",768.22,759.19,1922.08,1920.40
"Aug 03, 2020",757.86,740.33,1903.83,1914.29
"Jul 31, 2020",740.73,745.33,1922.18,1897.63
"Jul 30, 2020",746.02,735.30,1899.86,1947.55
"Jul 29, 2020",735.16,755.14,1938.38,1953.62
"Jul 28, 2020",756.17,730.55,NA,NA
"Jul 27, 2020",729.93,767.30,NA,NA
"Jul 24, 2020",772.29,798.89,1947.28,1959.04
"Jul 23, 2020",800.29,797.85,1978.87,1975.32
"Jul 22, 2020",797.85,804.26,1975.74,2015.03
"Jul 21, 2020",804.70,803.55,2009.29,1994.14
"Jul 20, 2020",803.36,814.00,1979.01,1979.63
"Jul 17, 2020",814.16,819.27,1982.12,1971.05
"Jul 16, 2020",819.83,810.16,1962.90,1974.46
"Jul 15, 2020",810.16,805.38,1975.39,1970.38
"Jul 14, 2020",805.37,805.21,1952.19,1936.66
"Jul 13, 2020",806.17,809.03,1953.50,1986.13
"Jul 10, 2020",809.02,816.76,1967.56,1981.91
"Jul 09, 2020",817.08,805.12,1996.13,2000.28
"Jul 08, 2020",805.06,805.67,1992.36,2009.07
"Jul 07, 2020",805.68,803.61,2012.33,2040.23
"Jul 06, 2020",803.46,790.08,NA,NA
"Jul 03, 2020",789.87,785.81,2013.48,2023.10
"Jul 02, 2020",785.59,786.82,2018.61,1989.75
"Jul 01, 2020",786.82,770.23,1976.29,1969.63
"Jun 30, 2020",770.53,774.84,1959.01,1968.84
"Jun 29, 2020",774.81,795.11,1944.37,1927.83
"Jun 26, 2020",795.53,796.70,1943.90,1953.07
"Jun 25, 2020",796.51,801.29,1937.53,1923.66
"Jun 24, 2020",801.62,807.90,1948.06,1994.31
"Jun 23, 2020",807.61,809.53,1985.42,1990.09
"Jun 22, 2020",809.97,808.58,1977.83,1989.16
"Jun 19, 2020",808.28,797.21,2007.45,2019.13
"Jun 18, 2020",797.08,795.84,2013.38,1991.12
"Jun 17, 2020",796.43,798.82,2020.42,1997.96
"Jun 16, 2020",798.82,779.80,2006.81,2020.12
"Jun 15, 2020",778.71,808.58,1963.91,2014.32
"Jun 12, 2020",807.76,803.11,2032.00,1995.82
"Jun 11, 2020",806.87,839.11,2055.15,2082.58
"Jun 10, 2020",839.11,836.80,2092.39,2088.82
"Jun 09, 2020",837.02,839.19,2074.03,2123.95
"Jun 08, 2020",838.52,826.79,2125.35,2147.48
"Jun 05, 2020",826.47,823.46,2124.48,2091.36
"Jun 04, 2020",823.77,824.30,2084.30,2064.35
"Jun 03, 2020",824.29,819.02,NA,NA
"Jun 02, 2020",818.70,821.89,2026.48,2003.81
"Jun 01, 2020",821.47,806.44,1988.88,1994.57
"May 29, 2020",806.23,804.00,1974.61,1955.09
"May 28, 2020",804.06,801.38,1960.86,1992.41
"May 27, 2020",801.36,816.04,1974.78,1963.55
"May 26, 2020",815.01,807.55,1960.27,1961.75
"May 25, 2020",807.25,803.35,1936.70,1917.37
"May 22, 2020",803.14,815.51,1911.21,1919.66
"May 21, 2020",815.55,803.57,1939.50,1955.71
"May 20, 2020",803.32,799.28,1941.71,1924.54
"May 19, 2020",799.31,787.53,1922.60,1924.01
"May 18, 2020",787.27,773.95,1885.02,1891.17
"May 15, 2020",773.95,780.73,1875.19,1886.93
"May 14, 2020",780.73,783.69,1876.37,1886.50
"May 13, 2020",783.69,781.85,1900.80,1905.49
"May 12, 2020",782.45,777.35,1911.06,1888.55
"May 11, 2020",777.13,760.86,1891.72,1876.85
"May 08, 2020",760.15,740.14,1858.03,1858.50
"May 07, 2020",739.98,726.17,1845.47,1868.73
"May 06, 2020",725.94,711.34,NA,NA
"May 05, 2020",711.01,710.22,1876.24,1889.62
"May 04, 2020",709.35,714.90,NA,NA
"Apr 29, 2020",715.33,715.74,1879.33,1883.13
"Apr 28, 2020",715.74,719.45,1869.96,1857.43
"Apr 27, 2020",719.66,724.76,1857.04,1863.93
"Apr 24, 2020",725.05,717.49,1843.41,1871.71
"Apr 23, 2020",717.49,715.62,1869.26,1863.02
"Apr 22, 2020",714.42,706.54,1856.46,1830.05
"Apr 21, 2020",706.65,734.14,1843.07,1835.29
"Apr 20, 2020",736.31,736.10,1868.81,1826.81
"Apr 17, 2020",734.98,727.51,1823.48,1806.87
"Apr 16, 2020",726.57,721.73,1755.73,1797.83
"Apr 15, 2020",722.80,714.39,1815.18,1845.05
"Apr 14, 2020",713.81,706.37,1851.77,1848.68
"Apr 13, 2020",706.37,695.84,1823.12,1813.48
"Apr 10, 2020",695.74,697.90,1812.02,1777.91
"Apr 09, 2020",697.85,691.17,1785.34,1804.34
"Apr 08, 2020",691.17,693.66,1780.50,1776.24
"Apr 07, 2020",693.61,682.65,1798.92,1752.06
"Apr 06, 2020",682.65,649.15,NA,NA
"Apr 03, 2020",649.15,630.37,1671.79,1694.44
"Apr 01, 2020",628.79,609.35,1614.84,1633.78
"Mar 31, 2020",610.76,613.33,1648.71,1626.07
"Mar 30, 2020",613.02,641.92,1589.79,1589.99
"Mar 27, 2020",642.23,646.61,1610.90,1638.69
"Mar 26, 2020",646.70,651.94,1603.71,1574.29
"Mar 25, 2020",652.31,625.83,1583.89,1556.21
"Mar 24, 2020",625.43,632.63,1505.34,1554.55
"Mar 23, 2020",632.86,671.05,1484.85,1514.92
"Mar 20, 2020",673.70,679.78,1651.40,1568.95
"Mar 19, 2020",679.55,699.35,1512.46,1467.66
"Mar 18, 2020",700.65,699.73,1515.84,1524.87
"Mar 17, 2020",699.73,698.00,1494.37,1513.60
"Mar 16, 2020",698.18,716.65,1511.41,1551.64
"Mar 13, 2020",716.65,715.34,1641.89,1438.91
"Mar 12, 2020",719.21,757.90,1599.98,1699.41
"Mar 11, 2020",758.16,789.75,1813.25,1843.83
"Mar 10, 2020",789.51,782.85,1848.86,1835.43
"Mar 09, 2020",782.85,835.65,1822.83,1845.81
"Mar 06, 2020",835.97,838.77,2004.37,2019.37
"Mar 05, 2020",839.12,838.93,2048.82,2053.49
"Mar 04, 2020",837.99,838.02,2033.22,2007.84
"Mar 03, 2020",837.99,835.14,2030.75,2004.51
"Mar 02, 2020",835.42,831.25,1966.02,1998.11
"Feb 28, 2020",831.97,844.02,1969.26,1980.35
"Feb 27, 2020",848.34,841.19,2056.39,2019.01
"Feb 26, 2020",841.68,849.56,2009.72,2099.10
"Feb 25, 2020",849.58,836.54,2120.87,2113.63
"Feb 24, 2020",837.40,867.56,2109.99,2165.90
"Feb 21, 2020",868.89,871.49,2201.09,2174.08
"Feb 20, 2020",871.40,864.00,2193.65,2215.81
"Feb 19, 2020",863.84,860.23,2216.85,2233.71
"Feb 18, 2020",861.71,866.06,2226.94,2237.37
"Feb 17, 2020",866.27,865.83,2249.17,2245.63
"Feb 14, 2020",865.86,865.03,2241.63,2258.51
"Feb 13, 2020",864.16,862.72,2251.10,2263.61
"Feb 12, 2020",863.23,856.64,2265.29,2250.47
"Feb 11, 2020",856.39,853.09,2238.11,2262.97
"Feb 10, 2020",852.87,863.28,NA,NA
"Feb 07, 2020",863.49,862.71,2257.67,2260.29
"Feb 06, 2020",862.86,845.38,2259.86,2266.98
"Feb 05, 2020",845.31,845.65,2259.90,2241.00
"Feb 04, 2020",845.52,842.79,2237.92,2208.22
"Feb 03, 2020",842.67,848.42,2198.82,2214.71
"Jan 31, 2020",848.63,875.43,2225.62,2249.16
"Jan 30, 2020",875.82,908.20,2240.05,2228.73
"Jan 22, 2020",909.09,906.52,2321.48,2329.11
"Jan 21, 2020",906.52,897.97,2321.83,2334.51
"Jan 20, 2020",897.40,894.60,2345.03,2359.61
"Jan 17, 2020",894.84,891.66,2366.43,2366.74
"Jan 16, 2020",891.96,885.36,2360.09,2339.16
"Jan 15, 2020",885.36,884.95,2336.78,2340.83
"Jan 14, 2020",884.77,881.77,2349.12,2354.56
"Jan 13, 2020",881.79,885.52,2348.98,2351.03
"Jan 10, 2020",885.52,877.85,2341.72,2346.96
"Jan 09, 2020",877.76,867.27,2341.48,2331.73
"Jan 08, 2020",865.18,876.64,2309.88,2326.05
"Jan 07, 2020",876.70,872.32,2351.25,2343.05
"Jan 06, 2020",872.34,882.51,2325.75,2348.77
"Jan 03, 2020",883.28,887.11,2365.86,2369.87
"Jan 02, 2020",886.88,879.02,2368.91,2350.41
"Dec 31, 2019",879.06,880.42,NA,NA
"Dec 30, 2019",880.29,876.61,2342.21,2347.35
"Dec 27, 2019",876.38,872.11,2342.05,2353.21
"Dec 26, 2019",872.07,873.17,2344.83,2338.75
"Dec 25, 2019",873.18,869.93,2337.13,2326.72
"Dec 24, 2019",869.88,868.14,2331.24,2342.41
"Dec 23, 2019",868.20,868.37,2340.28,2341.52
"Dec 20, 2019",868.37,862.23,2338.17,2338.81
"Dec 19, 2019",862.23,863.16,2341.40,2318.47
"Dec 18, 2019",863.16,866.61,2327.73,2313.62
"Dec 17, 2019",867.44,876.50,2301.66,2304.07
"Dec 16, 2019",876.65,880.55,2300.78,2338.63
"Dec 13, 2019",880.55,884.98,2340.75,2346.36
"Dec 12, 2019",884.80,878.27,2321.80,2311.54
"Dec 11, 2019",878.27,873.38,2299.91,2301.66
"Dec 10, 2019",873.16,879.95,NA,NA
"Dec 09, 2019",879.94,880.39,2297.62,2304.14
"Dec 06, 2019",880.43,878.28,2302.17,2320.58
"Dec 05, 2019",879.32,883.33,NA,NA
"Dec 04, 2019",883.56,868.79,2311.64,2304.85
"Dec 03, 2019",868.68,874.90,2314.38,2303.61
